Frame,Time,EMG Signal 1,EMG Signal 2,EMG Signal 3,EMG Signal 4,EMG Signal 5,EMG Signal 6
26,0.026,0.0002,0.0013,-0.0014,-0.0044,0.0083,-0.002
27,0.027,-0.0013,-0.0032,-0.0019,-0.0018,0.0064,-0.0013
28,0.028,-0.0017,-0.0015,-0.0008,-0.004,0.0072,-0.002
29,0.029,0.0022,-0.0031,0.0004,-0.0033,0.0084,-0.0036
30,0.03,0.0007,-0.0001,-0.0038,-0.0028,0.0044,0.0004
31,0.031,0.0029,-0.0057,0.0002,-0.0011,0.0014,0.0009
32,0.032,0.0041,-0.0064,0.0049,0.0046,0.0017,-0.0021
33,0.033,0.0044,-0.0084,0.0006,0.0039,0.002,0.0043
34,0.034,0.0041,-0.0054,0,0.0045,0.0007,0.0034
35,0.035,0.0024,-0.0071,0.0005,0.0028,0.0048,0.0042
36,0.036,0.0026,-0.0066,0.0035,0.0079,0.0006,0.0079
37,0.037,0.0027,0.0003,0.0038,0.0058,-0.002,0.0029
38,0.038,0.0021,-0.0007,0.0056,0.0016,0.004,0.0046
39,0.039,-0.0011,0.0019,0.0003,-0.0001,-0.0003,0.0074
40,0.04,-0.0008,0.001,0.0024,-0.0006,0.0003,0.0048
41,0.041,0.0031,0.0032,0.0017,0.0024,0.0023,0.0051
42,0.042,0.0016,0.0052,-0.0013,0.0027,0.0006,0.0039
43,0.043,0.0046,0.0009,-0.0066,0.0023,0.001,0.0003
44,0.044,0.0058,0.0026,0.0012,0.0013,0.0015,0.0015
45,0.045,0,0.0073,0.0021,0.0029,-0.0027,-0.0032
46,0.046,-0.0008,0.0077,0.0048,0.0004,0.0013,-0.0015
47,0.047,-0.0045,0.0105,-0.0012,0.0007,-0.0022,0.0072
48,0.048,-0.0093,0.0099,-0.0005,0.003,-0.0082,-0.0016
49,0.049,-0.0109,0.0077,0.003,0.0043,-0.009,0.0016
50,0.05,-0.0068,0.0056,-0.0012,0.0009,-0.0068,-0.0014
51,0.051,-0.0032,0.0005,0.0016,-0.0003,-0.0047,-0.0006
52,0.052,-0.0001,-0.0015,0.0001,-0.0023,-0.0005,-0.0048
53,0.053,0.0063,0.0002,-0.0003,-0.002,0.0001,-0.0099
54,0.054,-0.0001,-0.005,-0.0015,-0.0036,0.0058,-0.0105
55,0.055,0.0058,-0.0015,0.0027,-0.0019,0.0006,-0.0074
56,0.056,0.0052,-0.0032,-0.0014,-0.0018,0.0056,-0.0022
57,0.057,0.0058,0.0009,-0.0009,-0.0001,0.0025,-0.0042
58,0.058,0.0017,0.0034,0.0003,0.0001,-0.0014,0.0028
59,0.059,0.0022,0.0056,-0.0009,-0.0031,-0.0029,0.0036
60,0.06,-0.0025,0.0044,0.0016,-0.0009,-0.005,-0.0022
61,0.061,-0.0008,0.0094,0.0013,-0.0038,-0.0069,0.0047
62,0.062,-0.0024,0.003,0.005,-0.0027,-0.0011,0.0056
63,0.063,-0.0018,-0.0029,0.0019,-0.0017,0.0015,0.003
64,0.064,-0.003,-0.0035,0.0023,0.002,0.0009,-0.0006
65,0.065,0.001,-0.0015,-0.0028,0.0032,-0.0011,0.0029
66,0.066,-0.0015,-0.0009,-0.0008,0.0003,-0.0015,0.006
67,0.067,0.0016,-0.0014,-0.0002,-0.0007,0.0026,0.0043
68,0.068,0.0004,0.0001,0.0026,-0.0017,0.0052,0.0038
69,0.069,0.0023,-0.001,-0.0021,-0.0068,0.0031,0.0008
70,0.07,-0.0029,0.0002,0.0036,-0.0004,0.0003,0.0055
71,0.071,-0.0022,0.0012,0.003,-0.0029,-0.0015,0.0025
72,0.072,-0.0041,-0.0039,-0.0019,-0.0007,0.0018,-0.005
73,0.073,-0.0036,-0.0032,-0.0002,-0.0027,-0.0001,-0.008
74,0.074,-0.0007,-0.0025,-0.0042,0.0003,-0.0026,-0.0106
75,0.075,-0.0001,-0.002,-0.0047,0.0079,-0.0028,-0.0046
76,0.076,-0.0013,-0.0048,-0.0035,0.0026,-0.0051,0.0023
77,0.077,0.0016,0.001,-0.0031,-0.0019,-0.0008,0.0032
78,0.078,-0.0009,0.0017,0.0011,-0.0028,-0.0024,0.0041
79,0.079,-0.0061,-0.0003,0.0007,-0.005,0.0005,0.0063
80,0.08,-0.0023,-0.002,0.0002,-0.0001,-0.002,-0.0015
81,0.081,-0.0016,-0.0014,0.0052,-0.0031,0.0003,0.0016
82,0.082,0.0015,-0.0029,0.0004,0.0021,0.0032,0.008
83,0.083,-0.0025,0.0001,0.0034,0.007,0.0007,0.0054
84,0.084,0,-0.001,0.0006,0.0087,-0.0003,0.0002
85,0.085,0.0004,-0.0013,-0.0041,0.0058,0.0021,0.0108
86,0.086,0.0024,-0.0058,0.0001,-0.002,0.0019,0.0032
87,0.087,-0.0001,-0.0028,-0.0027,-0.0051,0.0018,-0.0064
88,0.088,0.0051,-0.0056,-0.0042,-0.0021,0.004,-0.0052
89,0.089,0.0044,-0.0008,0.0001,0.0006,0.0033,-0.0062
90,0.09,0.0038,-0.005,-0.0004,-0.0036,0.0004,-0.0072
91,0.091,0.0108,-0.0079,0.0013,0.0048,0.0038,0.0023
92,0.092,0.0039,-0.005,-0.0002,0.001,-0.0013,-0.0005
93,0.093,-0.0026,-0.0044,-0.0006,0.0016,-0.0077,0.0037
94,0.094,-0.0051,-0.004,0.0033,-0.0026,-0.0034,-0.0032
95,0.095,-0.0044,-0.0019,-0.0002,0.0002,-0.0027,-0.0058
96,0.096,0.002,0.0032,0.0029,0.0007,0.0008,-0.0016
97,0.097,-0.0005,0.0039,-0.0035,-0.0005,0.0013,-0.0131
98,0.098,-0.0012,0.0133,-0.0027,0.0015,0.0053,-0.0079
99,0.099,-0.0048,0.0092,-0.0018,0.0004,0.0037,-0.0094
100,0.1,-0.0031,0.0055,-0.0011,-0.0006,0.0025,-0.0108
101,0.101,-0.0026,0.0087,0.001,-0.0044,-0.0014,-0.0095
102,0.102,-0.0011,0.0096,-0.0007,-0.0002,-0.0009,-0.0063
103,0.103,-0.0023,0.0069,-0.0012,0.0015,-0.004,-0.0011
104,0.104,-0.0034,0.0077,0.0024,0.004,-0.0001,-0.0002
105,0.105,0.0016,0.0039,0.0012,0.0027,0.0014,0.0039
106,0.106,-0.0033,-0.0054,0.0001,-0.0037,-0.0028,-0.003
107,0.107,-0.0003,-0.0042,-0.0041,-0.0122,0.0012,-0.0038
108,0.108,0.0002,-0.0075,0.0047,-0.0089,0.0027,0.0021
109,0.109,0.0017,-0.0022,-0.0016,-0.012,-0.0004,0.0058
110,0.11,-0.0044,-0.0031,0.0017,-0.0074,-0.0025,0.0022
111,0.111,0.0015,-0.0057,0.0027,-0.0032,-0.0044,0.0005
112,0.112,0.0021,-0.0035,0.0018,0.002,0.0002,0.0045
113,0.113,0.0014,-0,0.001,0.0084,0.0032,-0.0003
114,0.114,0.0008,0.0004,0.0003,0.0126,-0.0057,0.0039
115,0.115,0.0013,-0.0049,-0.0017,0.0026,-0.0094,0.0034
116,0.116,0.0008,-0.0014,-0,0.0066,-0.0038,0.0049
117,0.117,-0.0035,-0.0045,0.0005,0.0004,-0.0029,0.007
118,0.118,-0.0007,0.0007,0.0083,0.0035,-0.0074,0.0058
119,0.119,-0.0022,-0.0014,0.0005,0.0025,-0.0152,0.0032
120,0.12,0.0008,-0.002,0.0035,0.007,-0.0142,0.0035
121,0.121,-0.0004,-0.0015,-0.0011,-0.0041,-0.0078,-0.0009
122,0.122,-0.0001,0.0031,-0.0069,0.0034,-0.0036,0.0019
123,0.123,0.0015,0.0013,-0.0062,0.0021,-0.0014,-0.0028
124,0.124,-0.0009,0.0018,-0.0027,-0.0042,-0.0008,-0.0011
125,0.125,0.0009,-0.005,-0.0069,0.0036,0.0008,-0.0007
126,0.126,-0.0014,0.0013,-0.0004,0.0005,0.0002,-0.0022
127,0.127,0.0016,0.0004,0.0021,-0.0003,0.0037,0.0029
128,0.128,-0.0035,0.0025,-0.0031,0.0005,0.0006,0.0049
129,0.129,0.0013,-0.0011,0.0004,-0.0017,0.0061,0.0053
130,0.13,-0.0017,-0.0007,0.0009,-0.001,0.0023,0.0048
131,0.131,-0.0001,0.0021,0.0004,-0.0104,0.0058,0.0012
132,0.132,0.0014,-0.0005,0.003,-0.0144,-0,0.0043
133,0.133,-0.0037,-0.0047,0.0018,-0.0132,0.0052,0.0063
134,0.134,-0.003,-0.0053,-0.0011,-0.0163,0.0031,0.0052
135,0.135,0,-0.0006,-0.0001,-0.009,0.0047,0.0041
136,0.136,-0.0005,-0.0001,0.0009,0.0013,0.0029,0.0004
137,0.137,0.002,-0.0066,0.0013,0.0054,0.0064,0.0046
138,0.138,-0.0041,0.0028,0.0038,0.0166,0.0052,0.0086
139,0.139,0.0018,-0.006,0.0021,0.0243,0.008,0.0051
140,0.14,0.0055,-0.0092,-0.001,0.0173,0.0115,-0.0019
141,0.141,0.0035,-0.0082,-0.0006,0.0136,0.0084,-0.0114
142,0.142,0.0052,-0.0056,-0.0045,0.0104,0.0055,-0.0126
143,0.143,0.0068,-0.003,-0.002,0.0074,0.0074,-0.0181
144,0.144,0.0011,-0.0068,0.0002,-0.0048,0.0034,-0.0087
145,0.145,-0.0012,-0.0075,0.0005,-0.0031,0.0039,0.0001
146,0.146,0.0052,-0.0033,-0.0005,-0.0015,0.0051,-0.0054
147,0.147,0.001,-0.0016,-0.0029,-0.0029,0.0022,-0.0044
148,0.148,-0.0012,-0.0011,-0.0005,-0.0017,-0.0014,0.0041
149,0.149,-0.0033,0.005,-0.0024,0.0016,-0.0045,0.0008
150,0.15,-0.0016,0.0092,-0.0036,-0.0015,-0.0065,-0.0022
151,0.151,0.0012,0.0129,0.0002,-0.0006,-0.004,0.0005
152,0.152,-0.0023,0.0122,-0.0024,-0.0014,-0.0001,-0.0089
153,0.153,0.0007,0.0117,-0.0036,0.0008,-0.0048,-0.0026
154,0.154,0.0019,0.0122,-0.0039,0.0001,-0.0065,0.0052
155,0.155,0.0061,0.0075,0.0003,0.0007,-0.0013,-0
156,0.156,0.0009,0.0092,0.002,0.0024,-0.0006,0.0027
157,0.157,0.0044,0.0109,0.0056,-0.0011,-0.001,0.0019
158,0.158,0.0002,0.0052,0.0052,-0.0033,-0.0027,0.0057
159,0.159,-0.0039,0.0152,0.004,-0.0097,-0.0052,-0.0007
160,0.16,0.0019,0.0112,0.0037,-0.0088,0.0018,0.0036
161,0.161,-0.0018,0.0024,-0.0002,-0.0062,-0.0034,0.0014
162,0.162,-0.0025,0.0034,0.0003,-0.0114,0.0052,0.0035
163,0.163,0.0018,0.0045,0.0006,-0.0078,0.002,0.003
164,0.164,-0.0011,-0.0019,0.0054,-0.0035,-0.0032,0.0047
165,0.165,-0.0016,-0.0027,0.0036,-0.0018,-0.0004,0.0022
166,0.166,-0.0004,0.0026,0.0008,-0.0012,0.0005,0.0026
167,0.167,0.0025,-0.0009,0.0033,0.0057,-0.0016,-0.0013
168,0.168,-0.001,-0.005,0.0021,0.0088,0.0005,-0.0048
169,0.169,-0.0006,-0.0033,-0.0043,0.0004,0,-0.0099
170,0.17,-0.001,-0.0027,0.0002,0.0036,0.0018,-0.005
171,0.171,0.0033,-0.0004,-0.004,0.0026,0.0004,-0.0019
172,0.172,-0.0055,-0.0023,0.0012,0.0034,0.0047,-0.0024
173,0.173,-0.0018,-0.0058,-0.0008,-0.0025,0.0007,0.0024
174,0.174,-0.0028,-0.0006,-0.0039,0.0027,0.0023,0.0019
175,0.175,-0.0018,0.0001,-0.0022,0.0007,0.0021,0.0014
176,0.176,-0.0009,-0.004,-0.0006,-0.0023,0.0025,0.0009
177,0.177,-0.0017,0.0025,0.0016,-0.0028,0.0007,-0.0012
178,0.178,-0.0039,-0.0033,-0.0013,0.0007,0.0005,0
179,0.179,-0.0003,-0.0039,-0.0063,-0.0023,0.0022,-0.0025
180,0.18,0.0014,0.001,-0.0028,-0.002,0.003,0.0021
181,0.181,0.0009,-0.0031,-0.0023,0.0016,0.0024,0.0027
182,0.182,0.0014,-0.0025,-0.0005,0.0019,0.0018,0.0068
183,0.183,0.0018,-0.004,-0.0021,-0.002,-0.0011,0.0073
184,0.184,-0.0011,-0.0051,0.003,-0.0015,0.0008,0.0022
185,0.185,0.0014,-0.007,-0.0005,0.0015,0.0033,0.0002
186,0.186,-0.0024,-0.0088,0.0012,0.0054,-0.0018,0.0007
187,0.187,-0.0019,-0.0035,0.0041,0.0049,-0.0024,0.0002
188,0.188,-0.0031,-0.0056,-0.0017,-0.0012,-0.0019,0.0007
189,0.189,0.0008,-0.0007,0.0036,0.0014,0.001,-0.0004
190,0.19,-0.0007,-0.0001,0.0056,0.002,-0.0005,0.0051
191,0.191,-0.0019,0.0041,0.0051,0.0041,0.0007,-0.0049
192,0.192,0.0045,0.008,0.0017,-0.0039,0.0019,-0.0028
193,0.193,0.0048,0.0076,0,-0.0009,-0.001,-0.0015
194,0.194,0.0038,0.0065,-0.0035,-0.0014,-0.0006,-0.0053
195,0.195,0.0042,0.0045,-0.0013,0.0001,0.0004,0.0003
196,0.196,0.0038,0.0003,-0.0025,0.0004,0.0007,0.0013
197,0.197,-0.0004,0.0044,0.0026,0.0007,0.0032,0.0022
198,0.198,0.0038,-0.0023,0.0047,0.0017,-0.0014,0.0013
199,0.199,-0.0002,-0.005,0.0016,-0.0007,0.0028,-0.0056
200,0.2,0.0023,0.001,-0.0048,-0.0058,-0.0012,-0.0011
201,0.201,0.0011,-0.0042,-0.0023,-0.0023,-0.0048,-0.002
202,0.202,0.0023,-0.0106,-0.0016,-0.0053,-0.0071,-0.0042
203,0.203,-0.0034,-0.0028,0.0019,-0.0082,-0.0067,-0.0006
204,0.204,-0.0077,-0.0059,0.0003,-0.0057,-0.0071,-0.0001
205,0.205,-0.004,-0.0013,-0.0014,-0.0015,-0.0095,0.0004
206,0.206,-0.0033,-0.0005,0.0001,-0.002,-0.0146,-0.0001
207,0.207,-0.0063,-0.0027,-0.0021,-0.0026,-0.0167,-0.0013
208,0.208,-0.0035,-0.0007,-0.0033,-0.0014,-0.0098,-0.0052
209,0.209,-0.0082,0.0009,-0.0007,-0.0026,-0.009,-0.0027
210,0.21,-0.004,-0.002,0.0017,-0.003,-0.0048,-0.0024
211,0.211,-0.0045,-0.0026,0.0027,-0.0082,-0.0027,-0.0003
212,0.212,0.0002,-0.0057,0.0034,-0.012,-0.0007,0.0007
213,0.213,0.0007,-0.0038,0.005,-0.0056,-0.0024,0.0059
214,0.214,-0.0022,-0.0048,0.0023,0.0003,0.0028,0.0065
215,0.215,0.0003,0.0003,0.0047,0.0103,0.002,0.0058
216,0.216,0.0007,-0.005,0.0003,0.0116,-0.0075,0.0089
217,0.217,0.0018,-0.0031,0.002,0.0128,0.0021,0.0048
218,0.218,0.0022,-0.0015,0.0015,0.0096,0.0008,0.0042
219,0.219,0.0032,-0.0021,-0.0036,0.0085,-0.0002,-0.0028
220,0.22,0.0035,-0.0037,-0.0057,0.0077,-0.0013,-0.0185
221,0.221,0.0037,-0.0026,-0.0052,0.0102,0.0051,-0.0252
222,0.222,0.0053,-0.0038,-0.0057,0.0032,0.0025,-0.0067
223,0.223,0.0021,-0.0014,-0.0032,0.0024,0.0031,0.0005
224,0.224,-0.0008,0.0017,-0.0054,0.0032,0.0037,-0.0061
225,0.225,-0.0004,0.0037,-0.011,-0.002,0.0067,-0.0082
226,0.226,0.0012,0.0046,-0.0058,-0,0.0071,-0.0101
227,0.227,-0.0032,0.0007,-0.0037,-0.0042,0.0066,-0.0084
228,0.228,-0.0003,0.0041,0.002,-0.0037,0.0068,-0.0039
229,0.229,0.0012,0.0071,-0.0017,-0.0042,0.0048,0.0057
230,0.23,0,0.0023,0.0003,0.0019,0.0044,0.0069
231,0.231,0.0004,-0.002,0.0008,-0.0006,0.0067,0.0059
232,0.232,-0.0006,0.0067,0.0048,0.0016,0.0043,0.0048
233,0.233,-0.0003,-0.0021,0.0063,0.0009,0.0012,0.0056
234,0.234,0.0021,0.001,0.0021,0.0014,0.0032,0.0082
235,0.235,0.0034,-0,0.0026,-0.0003,0.0013,0.0088
236,0.236,0.0022,-0.0009,0,-0.0029,0.0065,0.0067
237,0.237,0.0024,-0.0001,0.0022,-0.0017,0.0012,0.0062
238,0.238,0.0056,-0.0071,0.0018,0.0031,0.0118,0.0056
239,0.239,0.0087,-0.0063,-0,-0.0012,0.0072,0.0071
240,0.24,0.0031,-0.0021,0.0023,-0.0064,0.0059,0.004
241,0.241,0.0009,0.0016,-0.0028,-0.0057,-0.0004,0.002
242,0.242,-0.0012,-0.002,-0.0021,-0.0041,-0.0015,0.003
243,0.243,0.0005,0.0022,-0.0038,-0.0046,0.0038,0.0062
244,0.244,-0.0047,0.0039,0.0038,0.0032,-0.0047,0.005
245,0.245,-0.0096,0.0054,-0.0015,-0.0024,-0.0058,0.0032
246,0.246,-0.0091,0.0058,0.0049,-0.0014,-0.0027,0.0035
247,0.247,-0.0027,0.0078,0.0058,0.0014,-0.0019,-0.0016
248,0.248,-0.0053,0.0052,0.0035,0.0039,-0.0061,0.002
249,0.249,-0.0059,0.0042,0.0071,0.0002,-0.0024,0.0003
250,0.25,-0.0039,0.0038,0.0029,-0.0018,-0.0017,-0.0061
251,0.251,-0.0022,0.0013,-0.0024,0.0012,-0.0012,-0.0069
252,0.252,-0.0017,0.0023,-0.0031,0.0029,-0.0017,-0.0106
253,0.253,0.0061,0.0067,-0.0026,0.0014,0.003,-0.0071
254,0.254,0.005,0.005,-0.0021,-0.0036,-0.0012,-0.0076
255,0.255,-0.0002,0.0065,-0.0026,-0.0085,-0.0007,0.0001
256,0.256,0.0044,0.0054,-0.0004,-0.0055,-0.0042,0.0031
257,0.257,-0.0016,0.0051,0.0016,-0.005,-0.003,0.0023
258,0.258,0.0007,0.0054,-0.0003,0.0028,0.0035,0.0015
259,0.259,0.0043,0.0087,-0.002,0.0061,0.0009,0.0008
260,0.26,0,0.004,-0.0057,0.0071,0.0001,0.0001
261,0.261,0.0053,0.001,-0.0027,0.0063,-0.0005,-0.0015
262,0.262,0.0005,0.0027,0.0012,0.0071,0.0016,-0.0056
263,0.263,-0,-0.0008,0.0038,0.0065,0.0001,0.0022
264,0.264,0.0017,-0.002,-0.0005,0.0001,-0.0003,0.0033
265,0.265,-0.0018,-0.0016,0.0036,-0.0007,0.0045,0.0002
266,0.266,-0.0006,-0.0073,-0.0011,-0.0029,0.0041,0.0048
267,0.267,-0.0018,-0.003,0.0005,0.0035,0.0025,0.0006
268,0.268,-0.0021,-0.0022,0.0022,0.001,0.0031,0.0013
269,0.269,-0.0004,-0.0001,-0.0013,0.0017,-0.0019,-0.0035
270,0.27,0.002,-0.0043,0.0029,-0.0003,-0.0025,-0.0005
271,0.271,0.0014,-0.0037,0,-0.006,0.0018,0
272,0.272,0.0007,-0.0001,-0.0005,-0.0038,-0.0009,-0.0005
273,0.273,-0.003,-0.0012,0.0026,-0.0018,-0.0003,-0.0001
274,0.274,-0.0004,-0.0032,0.0005,-0.006,-0.0045,0.0064
275,0.275,-0.0016,-0.0028,0.0041,-0.0008,-0.0027,-0
276,0.276,-0.0004,-0.0024,-0.001,-0.0043,-0.0001,-0.0009
277,0.277,-0.0014,-0.006,0.0011,-0.01,-0.0022,-0.0015
278,0.278,-0.0011,-0.0038,-0.0006,-0.0153,-0.0001,0.0005
279,0.279,0.0027,-0.0008,-0.0011,-0.0075,-0.0011,0.0011
280,0.28,0.0024,-0.0018,0.0014,-0.0064,0.0029,-0.0041
281,0.281,0.0004,-0.0021,-0.0036,0.0058,-0.0018,0.0024
282,0.282,0.0007,-0.0031,-0.0016,0.0176,-0,0.0015
283,0.283,-0.001,-0.0072,-0.001,0.01,-0.0017,0.0053
284,0.284,0.0014,-0.003,0.0031,0.0141,-0.0001,0.0047
285,0.285,-0.0016,-0.0034,0.0026,0.0003,-0.0004,0.009
286,0.286,-0.0045,-0.0029,0.0023,0.0059,-0.0033,0.0061
287,0.287,-0.0002,-0.0051,0.0026,0.0008,-0.0022,0.0109
288,0.288,0.0039,-0.0047,0.0008,-0.0007,0.0002,0.0014
289,0.289,0.0044,-0.0011,-0.0038,0.0007,0.0053,-0.0082
290,0.29,0.0032,0.0019,-0.0043,0.0019,0.0018,-0.0144
291,0.291,0.0036,-0.0001,-0.0048,0.0051,0.0061,-0.0154
292,0.292,0.0046,-0.0036,-0.0022,-0.0001,0.0066,-0.0227
293,0.293,0.0056,0.001,0.0029,-0.0005,0.0064,-0.0117
294,0.294,0.0039,0.0014,-0.0032,-0.005,0.007,-0.0052
295,0.295,0.0049,0.0043,-0.0006,-0.0092,0.0066,-0.006
296,0.296,0.0007,0.0068,-0.0013,-0.004,0.0002,-0.0008
297,0.297,-0.0088,0.0121,-0.0033,-0.0046,-0.0006,0.0013
298,0.298,-0.0018,0.0052,-0.0016,-0.0004,-0.0048,-0.0004
299,0.299,0.0019,0.0006,0.0001,-0.0008,0.0037,0.0037
300,0.3,-0.0037,-0.0003,0.0026,0.0017,0.0005,0.0011
301,0.301,-0.0047,0.0004,0.0087,0.0021,0.0015,0.0033
302,0.302,-0.002,-0.0089,-0.0024,0.0017,0.0006,0.0022
303,0.303,0.0006,-0.0078,0.0022,0.0021,0.0015,0.0057
304,0.304,-0.0016,-0.0068,-0.0019,0.0074,-0.01,0.0015
305,0.305,-0.0065,0.0027,-0.0007,0.0022,-0.0117,0.0032
306,0.306,-0.0134,0.0064,0.0003,0.0029,-0.0193,0.01
307,0.307,-0.0107,0.0073,-0.0027,-0.0001,-0.0153,0.0054
308,0.308,-0.0065,-0.0022,-0,-0.0006,-0.0091,0.0012
309,0.309,-0.0087,-0.0011,-0.0008,-0.0053,-0.0123,0.0034
310,0.31,-0.0038,-0.0001,-0.0015,-0.0023,-0.0133,0.007
311,0.311,-0.0008,0.0009,-0.0008,-0.0005,-0.0125,0
312,0.312,0.0021,0.0017,-0.0013,-0.001,-0.0066,0.0046
313,0.313,0.0026,-0.0062,0.0027,0.0012,0.0003,-0.0032
314,0.314,0.0038,-0.0052,0.0043,0.0009,-0.0006,-0.0001
315,0.315,0.0049,-0.0026,0.0031,0.0028,0.0036,-0.001
316,0.316,0.0059,-0.0035,0.001,0.0011,0.0042,0.0016
317,0.317,0.0056,-0.0014,0.0029,0.0008,0.0048,-0.0022
318,0.318,0.0045,-0.0035,0.0005,0.0015,0.0065,0.0027
319,0.319,0.0052,-0.003,-0.0012,-0.0014,0.0059,-0.0015
320,0.32,0.0013,-0.0014,-0.001,0.0012,0.0001,-0.0032
321,0.321,0.0018,-0.0009,-0.0003,-0.0027,0.0085,0.0015
322,0.322,0.0023,0.002,-0.0041,0.0008,0.0006,-0.0002
323,0.323,-0.0008,0.0017,-0.0005,-0.0022,0.0079,0.0003
324,0.324,0.0047,0.0013,0.0017,-0.0034,0.0051,0.006
325,0.325,-0.0022,0.0002,-0.0012,-0.0031,0.0042,0.0053
326,0.326,-0.005,-0.0002,-0.0031,-0.0054,0.0048,0.0033
327,0.327,-0.0008,0.0023,0.0022,-0.0024,0.004,0.0002
328,0.328,-0.0001,0.0039,0.0028,-0.005,0.0044,-0.0074
329,0.329,-0.0022,0.0042,-0.0036,0.0003,0.0049,-0.0022
330,0.33,0.0008,-0,0.0023,0.0009,0.0053,-0.0013
331,0.331,-0.0021,0.0004,-0.003,-0.0055,0.0056,-0.0108
332,0.332,-0.0006,-0.0001,-0.005,-0.0097,0.0026,-0.0121
333,0.333,-0.0003,0.0034,-0.0055,-0.0075,-0.001,-0.0065
334,0.334,0,-0.0017,-0.0003,-0.0055,-0.0033,0.005
335,0.335,0.0003,-0.0024,0.0032,0.0014,-0.0062,0.0035
336,0.336,-0.0029,0.0046,-0.0051,0.0078,-0.0073,0.0021
337,0.337,-0.0033,-0.0019,0.0005,0.0087,-0.0021,-0.0017
338,0.338,-0.0008,0.0024,0.0015,0.0124,0,0.0039
339,0.339,0.0024,-0.0014,-0.0013,0.0144,-0.002,-0.0076
340,0.34,0.0004,-0.002,-0.0004,0.0126,0.0062,-0.0062
341,0.341,0,-0.0015,0.0017,0.0038,0.0006,0.0007
342,0.342,-0.0017,-0.002,0.0038,-0.0025,0.0015,-0.0005
343,0.343,-0.0014,0.0006,0.0007,-0.0057,-0.005,0.0005
344,0.344,0.0004,-0.0037,0.0024,-0.0048,-0.0008,0.0015
345,0.345,-0.0008,-0.002,-0.0034,-0.0075,-0.0109,-0.0031
346,0.346,-0.0045,-0.0005,0.0051,-0.0016,-0.0095,-0.0057
347,0.347,0.0012,0.0046,-0.0027,0.0005,-0.0034,-0.0004
348,0.348,-0.0025,0.0039,-0.0017,-0.0002,-0.0024,-0.0053
349,0.349,0.0067,0.0022,-0.0045,0.0003,-0.0014,-0.0036
350,0.35,-0.0046,0.005,0.0015,0.0032,0.0012,0.0004
351,0.351,-0.0001,0.0025,0.0021,-0.0036,-0.0013,0.0072
352,0.352,-0.0015,0.0037,-0.0028,-0.0064,0.0055,-0.0031
353,0.353,0.0022,0.0025,0.0003,-0.0072,0.0009,0.0009
354,0.354,0.0032,0.0043,-0.0026,-0.0095,0.0051,-0.0028
355,0.355,0.0042,0.004,0.0031,-0.0046,-0.0002,0.005
356,0.356,-0.0003,0.007,0.0038,-0.0029,0.0047,0.006
357,0.357,0.0039,0.0045,-0.0026,-0.0001,0.003,0.0033
358,0.358,0.0032,0.0006,0.0033,0.0046,0.0046,0.0076
359,0.359,0.0039,0.0022,-0.0004,-0.0023,0.0021,0.0082
360,0.36,-0.0019,0.0025,0.0016,-0.0051,0.0043,0.0062
361,0.361,0.0034,0.0005,-0.0014,-0.0026,0.004,-0.0007
