Frame,Time,EMG Signal 1,EMG Signal 2,EMG Signal 3,EMG Signal 4,EMG Signal 5,EMG Signal 6
138,0.138,0.0037,-0.0057,-0.0016,-0.0032,0.0044,0.0003
139,0.139,0.0029,0.0005,0.0011,-0.0046,0.0052,-0.0027
140,0.14,0.0035,-0.0027,0.0019,0.0034,0.0073,0.0037
141,0.141,-0,0.0002,0.0041,-0.0072,0.0065,0.0079
142,0.142,-0.003,-0.0025,-0.0024,-0.0062,0.0106,0.0085
143,0.143,-0.0035,-0.0017,-0.0032,0.0047,0.0064,0.0036
144,0.144,-0.0029,-0.0039,0.002,0.0028,0.0068,-0.0034
145,0.145,-0.0007,-0.002,-0.0015,0.0121,0.0079,-0.0007
146,0.146,0.0032,-0.0003,0.0042,0.008,0.0075,0.0018
147,0.147,-0.0015,0.0025,-0.001,0.0021,0.0099,0.007
148,0.148,0.0002,0.0049,0.0025,0.007,0.0074,0.0035
149,0.149,-0.0014,-0.0002,-0.0005,0.0021,0.005,0.0052
150,0.15,-0.0039,-0.0038,0.0047,0.006,0.0024,0.0047
151,0.151,0.0003,0.0019,0.004,0.0095,0.0076,0.0082
152,0.152,0.0021,0.0012,-0.0029,-0.0001,0.0006,0.0022
153,0.153,-0.0005,-0.0009,-0.0002,0.0034,0.0051,0.0013
154,0.154,0.0008,-0.004,-0.0045,0.0065,0.0008,-0.0009
155,0.155,-0.0004,-0,-0.0023,0.0032,0.0029,0.0012
156,0.156,-0.0007,0.0004,-0.0016,0.0023,-0.0007,-0.0005
157,0.157,0.001,0.0016,0.0026,-0.0021,-0.0012,0.0023
158,0.158,0.0021,0.0012,0.0021,-0.0015,0.0004,-0.0034
159,0.159,-0.0021,-0.0039,-0.0015,-0.0036,-0.0021,-0.0041
160,0.16,-0.0015,0.001,-0.0045,-0.002,-0.0009,-0.0047
161,0.161,0.0026,0.0014,-0.0057,0.0008,0.0038,-0.0005
162,0.162,0.0011,0.0043,-0.0039,0.0013,-0.0004,-0.0034
163,0.163,-0.0001,0.0037,-0.0007,0.0063,-0.0021,-0.0029
164,0.164,-0.0012,0.0025,-0.0027,0.0099,0.0047,0.0022
165,0.165,-0.0015,-0.0004,-0.003,0.0082,0.0002,0.0002
166,0.166,-0.0017,0.0006,0.0022,0.0135,0.0011,0.0018
167,0.167,-0.0013,-0.0018,0.0015,0.0129,-0.0025,0.0024
168,0.168,-0.0014,-0.0008,-0.002,0.0125,0.0024,0.0019
169,0.169,-0.0025,-0.001,-0.0003,0.0131,0.0029,-0.0032
170,0.17,-0.0031,0.0029,0.0014,0.0118,0.0013,-0.0011
171,0.171,0.0001,-0.0047,0.0009,0.0077,0.0038,0.002
172,0.172,0.0005,0.0047,0.0012,0.0062,0.0017,-0.0008
173,0.173,-0.0024,0.001,0.0033,0.0028,-0.0022,0.005
174,0.174,-0.0027,0.0066,0.0058,-0.002,-0.0047,0.0135
175,0.175,-0.0023,0.0013,0.0048,0.0018,-0.0058,0.008
176,0.176,0.0014,0.0005,0.0079,0.0015,-0.0019,0.0133
177,0.177,-0.0016,0.003,0.0061,0.0001,-0.0013,0.0106
178,0.178,0.0004,-0.0022,0.0057,0.0082,-0.0043,0.0065
179,0.179,0.0047,-0.0001,0.0041,0.0075,0.0014,0.0072
180,0.18,0.0076,0.0029,-0.0002,0.0048,0.0021,-0.0035
181,0.181,0.0028,0.0034,0.0003,0.0006,0.0029,-0.0173
182,0.182,0.0059,-0.0013,0.0068,-0.0015,0.0025,-0.0154
183,0.183,0.0007,0.0004,-0.001,0.0103,0.0031,-0.0305
184,0.184,0.0085,-0.0001,-0.002,0.0124,0.0007,-0.0203
185,0.185,0.0033,0.0015,-0.0028,0.0112,0.002,-0.0146
186,0.186,0.006,-0.0055,0.0014,0.0075,0.0009,-0.0095
187,0.187,0.0069,-0.0002,0.0007,0.0091,0.0029,0.0106
188,0.188,0.0076,0.0007,-0.0013,0.0039,0.0006,0.008
189,0.189,-0.0002,0.0015,0.0004,-0.0009,0.0011,0.0104
190,0.19,0.0008,0.0038,-0.0013,-0.0014,0.0014,-0.0007
191,0.191,-0.0037,-0.0027,-0.0038,-0.0069,-0.0024,-0.0026
192,0.192,0.0005,-0.0001,-0.006,-0.0027,0.0006,0.0067
193,0.193,0.0012,0.0021,-0.0056,-0.0072,0.0043,0.0051
194,0.194,0.0047,0.0042,-0.0037,-0.0051,0.0002,-0.0024
195,0.195,0.003,0.0025,-0.0069,-0.0052,0.0032,-0.0038
196,0.196,-0.001,0.0008,-0.0066,-0.0032,0.0017,-0.0049
197,0.197,-0.0026,0.0024,-0.004,-0.0005,0.0006,-0.0017
198,0.198,-0.0014,-0.0045,0.0012,0.0028,-0.0005,-0.0047
199,0.199,-0.0053,-0.0015,-0.001,0.0051,-0.0014,0.0018
200,0.2,-0.0006,0.0012,-0.0003,0.0002,0.0018,0.0026
201,0.201,-0.0011,-0.0013,0.0014,-0.0031,0.0015,0.0005
202,0.202,-0.0041,-0.0019,0.0009,-0.002,0.0019,-0.0015
203,0.203,-0.0024,-0.0006,-0.0006,-0.0023,0.0045,0.003
204,0.204,-0.004,-0.0026,0.0041,-0.0114,0.0021,-0.0027
205,0.205,-0.001,-0.0009,-0.0001,-0.0151,-0.0016,0.0058
206,0.206,-0.0022,-0.0003,0.0016,-0.0085,0.0027,0.0047
207,0.207,-0.0041,0.0012,-0.0041,-0.0071,-0.0037,0.0037
208,0.208,-0.0045,0.0016,0.0074,-0.0015,-0.0029,0.0064
209,0.209,-0.0076,-0.0013,-0.0011,-0.0076,-0.0036,0.0073
210,0.21,-0.0041,0.0006,0.0004,-0.0098,-0.0016,0.005
211,0.211,-0.003,-0.0017,0.0045,-0.0073,-0.0085,0.0043
212,0.212,-0.0059,-0,-0.0018,0.0008,-0.0226,0.0001
213,0.213,-0.0118,-0.0025,-0.0008,-0.0104,-0.0287,-0.0004
214,0.214,-0.011,-0.0001,0.0003,-0.0056,-0.0231,0.0031
215,0.215,-0.0088,-0.0045,-0.0006,-0.0012,-0.0113,-0.0038
216,0.216,-0.0025,-0.004,-0.0031,-0.0047,-0.0037,-0.0091
217,0.217,-0.0068,-0.0045,-0.0009,-0.0055,0.0003,-0.0137
218,0.218,-0.0031,-0.0095,-0.0016,-0.0043,0.0014,-0.0059
219,0.219,0.0003,-0.0031,-0.0011,-0.0068,0.0024,-0.0049
220,0.22,-0.0002,-0.0039,-0.0028,-0.0058,0.0013,-0.0058
221,0.221,0.0002,-0.0017,-0.0043,-0.0035,0.0097,0.0001
222,0.222,-0.0014,-0.0052,-0.0013,-0.0082,0.0106,-0.0052
223,0.223,0.0046,0.0043,-0.0009,-0.0076,0.0075,0.0054
224,0.224,0.002,0.0056,-0.0019,-0.0058,0.012,0.0008
225,0.225,0.0057,-0.0031,-0.003,-0.0125,0.0077,0.0104
226,0.226,0.0007,-0.0063,0.0014,-0.0098,0.0054,0.0192
227,0.227,-0.0011,-0.0053,0.0102,-0.0122,0.0018,0.0159
228,0.228,0.0017,0.0011,0.0114,-0.0115,-0.004,0.0106
229,0.229,-0.0031,0.0037,-0.0011,-0.0008,-0.0156,0.006
230,0.23,-0.0014,0.0015,0.0005,-0.0084,-0.0174,-0
231,0.231,-0.0032,-0.0005,-0.001,0.0041,-0.0129,-0.0085
232,0.232,0.0015,0.0053,0.0003,0.0126,-0.006,-0.0164
233,0.233,0.0056,0.0046,0.0015,0.014,0.0001,-0.0217
234,0.234,0.0039,-0.0018,0.0071,0.0099,0.0011,-0.0077
235,0.235,0.0064,0.0041,0.0081,0.0062,0.004,-0.022
236,0.236,0.0033,0.0004,0.0016,0.0051,-0.0006,-0.0239
237,0.237,0.0012,0.0025,-0.0009,0.004,0.0001,-0.012
238,0.238,0.003,0.0042,-0.0047,0.0012,0.0038,-0.0045
239,0.239,0.0053,0.0037,-0.0111,0.0019,-0.007,-0.0031
240,0.24,0.007,0.0032,-0.0086,-0.0035,-0.0055,0.0005
241,0.241,0.005,0.0035,-0.0034,-0.0043,-0.0042,0.0015
242,0.242,0.0011,0.0039,-0.0014,-0.0114,0.0019,0.0067
243,0.243,0.0051,0.0004,-0.0009,-0.0107,0.0008,0.0075
244,0.244,0.0025,0.0026,-0.0014,-0.0117,0.0038,0.01
245,0.245,0.0056,0.0006,0.0021,-0.0049,0.0065,0.0078
246,0.246,0.0076,0.0041,0.0017,-0.0078,0.0106,0.0057
247,0.247,0.0057,0.0072,0.0021,-0.0001,0.0053,0.0087
248,0.248,0.0053,0.0033,0.0056,0.0007,0.0102,0.0103
249,0.249,0.007,-0.0014,-0.0014,0.0051,0.0059,0.0067
250,0.25,0.0039,-0.0019,0.0039,0.0075,0.0075,0.0016
251,0.251,0.0027,0.0021,-0.0026,0.0066,0.0027,-0.0004
252,0.252,0.0008,-0.0026,-0.0017,0.0085,0.0031,-0.0021
253,0.253,-0.0009,-0.0021,0.002,0.0025,0.0036,-0.0005
254,0.254,0.0042,-0.0015,-0,-0.0046,0.0051,0.0043
255,0.255,-0.0023,-0.002,0.0005,-0.0039,0.0047,0.0059
256,0.256,0.0003,-0.0051,-0.0012,-0.0066,0.0035,0.0042
257,0.257,0.0009,-0.0022,-0.0017,-0.0016,0.007,0.0058
258,0.258,0.0003,-0.0047,0.0026,0.0032,0.0073,0.0036
259,0.259,0.002,-0.0037,-0.0026,-0.0028,0.0025,0.0075
260,0.26,0.0015,-0.0013,0.0023,-0.0007,0.0008,-0.0003
261,0.261,-0.0032,-0.0011,-0.0008,0.0069,0.0013,-0.0059
262,0.262,-0.0049,0.0012,0.0021,0.0037,0.0018,-0.0069
263,0.263,-0.0032,0.0023,0.0006,0.0027,-0.0013,0.0015
264,0.264,-0.0037,-0.0003,0.0003,0.0085,0.0052,0.0048
265,0.265,-0.0024,0.0001,-0.0001,0.0061,0.0025,-0.0089
266,0.266,-0.0003,-0.0016,-0.0026,0.0095,0.0017,-0.0071
267,0.267,-0.0013,0.0009,-0.0002,0.0052,-0.0035,0.0014
268,0.268,-0.0036,-0.0001,0.0008,0.0079,-0.0014,-0.0001
269,0.269,0.0015,-0.0038,-0.0022,0.002,-0.0008,0.0069
270,0.27,-0.0033,-0.0016,0.0042,0.0041,-0.0011,0.0081
271,0.271,0.001,-0.0004,-0.0042,0.0046,-0.0036,0.0026
272,0.272,-0.0029,-0.0007,-0.001,0.005,-0.0004,0.0016
273,0.273,-0.0013,-0.0046,0.0063,-0.0027,-0.0014,0.0008
274,0.274,-0.0024,0.0012,-0.0021,-0.0038,-0.0031,-0.005
275,0.275,-0.002,-0.001,0.0035,-0.0066,-0.0026,0.005
276,0.276,-0.0044,-0.0003,0.0025,0.0028,0.0012,0.0064
277,0.277,-0.004,-0.0033,-0.0002,-0.0061,-0.0008,0.0102
278,0.278,0.0005,0.0007,0.0007,-0.0006,0.004,0.0071
279,0.279,0.0001,0.0013,-0.0015,-0.0017,-0.0041,-0.0024
280,0.28,-0.0014,-0.0018,0.0021,-0.0009,-0.0008,-0.0061
281,0.281,-0.0025,-0.0029,-0.0036,0.005,0.0004,-0.0138
282,0.282,-0.0021,-0.0004,-0.0029,0.0087,-0.0022,-0.0085
283,0.283,0.0006,-0.0014,-0.0008,0.0051,-0.0012,-0.0039
284,0.284,-0.0004,0.0017,-0.005,0.0034,0.0012,0.0003
285,0.285,-0.0027,-0.004,0.0014,0.0062,-0.0007,-0.0018
286,0.286,-0.0007,-0.0015,-0.0011,-0.0006,0.0024,0.0031
287,0.287,-0.0013,0.0007,-0.0004,0.0002,-0.0015,0.0089
288,0.288,0.0014,-0.0013,0.0017,0.0044,0.0022,0.0126
289,0.289,0.0018,0.0018,0.0047,0.0096,0.0011,0.002
290,0.29,-0.0005,0.0023,0.0076,0.0018,0,-0.0056
291,0.291,0.0014,-0.0024,0.0061,0.0007,-0.0024,-0.0042
292,0.292,-0.0024,0.0018,0.0073,-0.0057,-0.002,-0.013
293,0.293,-0.0007,0.0047,0.0062,-0.0083,0.0025,0.0041
294,0.294,0.0061,0.0032,0.0043,-0.0046,0.002,0.0114
295,0.295,0.0034,0.002,0.0027,-0.0052,-0.0026,0.0136
296,0.296,0.0009,-0.0009,0.0057,-0.0022,0.0017,0.0116
297,0.297,0.0017,0.0001,0.0022,0.0018,0.0023,-0.0013
298,0.298,0.0037,0.0011,-0.0039,0.0034,0.0038,-0.0131
299,0.299,0.0068,0.0055,0.0004,0.0046,0.0108,-0.0025
300,0.3,0.0039,0.0003,-0.0018,0.0034,0.0055,-0.0094
301,0.301,0.0014,0.001,-0.0067,0.0059,0.001,-0.0031
302,0.302,0.0065,0.0015,-0.0072,0.0007,0.0069,-0.0063
303,0.303,0.0058,0.002,-0.01,-0.0063,-0.0016,-0.0053
304,0.304,0.0061,-0.0005,-0.0088,-0.0021,0.0004,-0.0048
305,0.305,-0.0022,-0.001,-0.0103,0.0006,0.006,-0.0132
306,0.306,-0.0012,0.004,-0.0091,0.0015,0.0029,-0.0122
307,0.307,-0.0022,0.0047,-0.0094,-0.0038,0.0002,-0.0028
308,0.308,0.0005,0.003,-0.0037,-0.0002,0.0009,0.0035
309,0.309,-0.0021,-0.0034,0.0058,-0.006,-0.0044,0.0002
310,0.31,0.0001,0.0025,0.0047,-0.0038,-0.0009,0.0054
311,0.311,-0.0006,0.0018,0.0015,0.004,-0.0015,0.0045
312,0.312,-0.0001,0.0012,0.0025,-0.0013,0.0037,0.002
313,0.313,-0.0054,-0.0005,0.0033,-0.004,-0.0071,-0.0018
314,0.314,-0.0074,-0.001,0.0059,-0.0031,-0.0178,-0.0038
315,0.315,-0.007,0.0005,0.0007,-0.0053,-0.0248,-0.0096
316,0.316,-0.0065,-0.0026,-0.0029,-0.0004,-0.0162,-0.009
317,0.317,-0.0081,-0.0022,0.0002,0.0012,-0.0195,-0.0083
318,0.318,-0.0069,0.0003,0.0007,0.0088,-0.0226,-0.0114
319,0.319,-0.0081,-0.0049,0.0022,0.0015,-0.02,-0.0062
320,0.32,-0.0056,-0.0043,0.0019,-0.0013,-0.0124,-0.0026
321,0.321,-0.004,0.0035,0.0007,0.0046,-0.0198,-0.0022
322,0.322,-0.0077,-0.0018,0.001,-0.0069,-0.0226,0.003
323,0.323,-0.0089,-0.0009,-0.0029,-0.0053,-0.0149,-0.0006
324,0.324,-0.0042,-0.0018,0.0029,-0.0038,-0.0078,0.0036
325,0.325,-0.006,0.0035,-0.0024,0.0002,-0.0015,0.0031
326,0.326,0.0004,-0.003,-0.0004,-0.0061,-0.0008,-0.0027
327,0.327,-0.0005,0.0012,-0.0046,-0.0029,-0.0061,0.0042
328,0.328,-0.0012,-0.0072,-0.0041,-0.004,-0.0069,0.0068
329,0.329,0.0023,0.0005,-0.0026,-0.0013,-0.0028,0.0076
330,0.33,0.0018,0.0015,0.0016,-0.0039,0.0023,0.0039
331,0.331,0.0035,-0.003,-0.0013,0.0046,0.01,0.0074
332,0.332,0.0029,-0.0073,0.0012,0.0013,0.0129,0.0068
333,0.333,0.0051,-0.0036,0,0.0043,0.0119,0.0062
334,0.334,0.0062,-0.0072,0.0012,0.0051,0.0144,0.0067
335,0.335,0.0037,-0.0055,0.0022,0.0059,0.0105,0.0063
336,0.336,0.006,-0.0015,0.0067,0.0037,0.0153,0.0066
337,0.337,0.007,-0.004,-0.0028,-0.0071,0.0169,0.0076
338,0.338,0.0027,0.001,-0.0014,-0.0056,0.0151,0.0128
339,0.339,0.0022,0.0045,0.0023,-0.0097,0.0092,0.0197
340,0.34,0.0062,0.005,-0.001,-0.0086,0.0161,0.0188
341,0.341,0.0047,0.0055,0.0063,-0.003,0.0133,0.006
342,0.342,0.0016,0.005,0.0017,-0.0061,0.009,0.0041
343,0.343,-0.0005,0.0007,0.0042,-0.0053,0.0067,-0.0011
344,0.344,-0.0041,0.0012,0.0005,0.0041,0.0031,-0.0241
345,0.345,0.001,0.0017,-0.0016,0.0052,0.0047,-0.034
346,0.346,0.0017,-0.0014,0.0014,0.002,0.0099,-0.007
347,0.347,0.0011,-0.0034,0.0089,0.005,0.0134,0.011
348,0.348,0.0016,-0.0009,0.0016,0.0058,0.0091,-0.0055
349,0.349,0.0052,-0.0033,-0.003,0.0066,0.0062,-0.0027
350,0.35,0.0021,-0.0003,-0.0039,0.0044,0.0057,-0.0164
351,0.351,-0.0018,-0.0029,-0.0109,0.005,0.006,-0.0141
352,0.352,-0.0023,0.0023,-0.0118,0.0008,0.0039,0.0015
353,0.353,0.0027,-0.003,-0.004,0.0071,0.0049,0.0035
354,0.354,0.0047,0.0006,-0.001,0.0029,-0.0004,0.0054
355,0.355,0.0005,0.0022,-0.0002,0.0006,-0.0011,0.0003
356,0.356,-0.0001,0.0005,0.004,-0.0014,0.0053,0.0018
357,0.357,0.0077,-0.0011,0.0033,-0.0032,0.0011,0.0058
358,0.358,0.0066,-0.0008,-0.0002,-0.0003,0.0004,0.0121
359,0.359,0.0014,0.0021,0.0028,-0.0051,-0.0045,0.0065
360,0.36,-0.0014,0.0039,0.0045,-0.0046,-0.0015,-0.0049
361,0.361,0.0011,0.0029,-0.0032,-0.0041,-0.0067,-0.0095
