Frame,Time,EMG Signal 1,EMG Signal 2,EMG Signal 3,EMG Signal 4,EMG Signal 5,EMG Signal 6
170,0.17,-0,-0.0016,-0.0005,0.0027,0.0018,0.0009
171,0.171,-0.0012,-0.0004,0.0012,-0.0004,-0.0017,-0.002
172,0.172,0,-0.0055,0.0007,-0.0007,-0.0004,-0.0001
173,0.173,0.0036,-0.0006,0.001,0.0012,0.0017,-0.0039
174,0.174,0.0058,-0.0048,-0.0019,-0.002,-0.0025,-0.0034
175,0.175,0.001,0.0005,0.0039,-0.0008,0.0004,-0.0012
176,0.176,-0.0007,-0.006,0.0031,-0.0033,-0.0021,-0.0015
177,0.177,-0.0012,-0.0051,0.0037,-0.0001,-0.0017,-0.005
178,0.178,0.0024,-0.0029,0.0002,0.002,-0.002,0.002
179,0.179,-0.0019,0.0007,0.0019,0.001,0.0038,0.003
180,0.18,-0.0047,0.0002,-0.0022,0.002,-0.0004,-0.0015
181,0.181,-0.0022,0.0031,0.0036,-0.003,0.0003,0.0063
182,0.182,-0,0.0056,0.0043,-0.0023,-0.0004,-0.001
183,0.183,-0.0012,0.0005,0.0023,0.0007,-0.0034,-0.0001
184,0.184,-0.0015,-0.0001,0.0028,0.0002,-0.0062,-0.0043
185,0.185,-0.0039,0.0056,-0.0048,-0.0003,-0.0047,-0.005
186,0.186,0.0012,0.0004,-0.0058,-0.0006,0.0015,-0.0014
187,0.187,0.0019,0.004,0.0006,-0.0053,-0.001,0.0029
188,0.188,0.0024,0.0045,-0.0053,-0.0011,-0.0003,0
189,0.189,0.0007,0.0016,-0.0016,0.0006,0.0032,-0.0035
190,0.19,0.0022,0.0012,-0.0022,-0.0019,0.0016,0.0016
191,0.191,0.001,-0.001,-0.0005,-0.0007,-0.0001,-0.0004
192,0.192,0.0025,0.0025,-0.0009,-0.0009,0.0006,-0.0012
193,0.193,0.0013,-0.0003,0.0044,0.0012,0.0063,0.0018
194,0.194,0.001,0.0022,-0.0021,0.0022,0.0041,-0.001
195,0.195,0.0042,-0.003,-0.0012,0.0039,0.0006,-0.0015
196,0.196,-0.0022,0.0023,-0.0034,0.0028,0.0001,0.0054
197,0.197,0.0005,-0.0026,0.0001,0.0054,-0.0016,0.0002
198,0.198,0.0013,0.0004,-0.0068,0.0015,0.0019,-0.0007
199,0.199,0.0006,-0.0012,-0.0022,-0.0011,0.0041,0.0019
200,0.2,-0.0029,0.0013,0.0003,-0.0033,-0.0015,-0.0034
201,0.201,0.0001,0.0001,0.001,0.0032,0.0022,0.003
202,0.202,-0.0028,0.0005,-0.0084,0.0004,0.0001,0.0022
203,0.203,0.0008,0.0024,-0.0046,0.0013,0.0043,-0.0015
204,0.204,-0.0014,0,-0.0036,0.0019,0.0003,-0.0036
205,0.205,-0.0026,0.0003,-0.0006,-0.003,-0.0013,0.0022
206,0.206,0.0031,0.0002,0.0002,-0.006,-0.0001,-0.0063
207,0.207,-0.0011,0.0009,0.0028,-0.0008,-0.0041,-0.0031
208,0.208,0.0011,-0.0029,0.0005,-0.0015,-0.0056,-0
209,0.209,-0.001,-0.0044,0.0026,0.0016,-0.0006,-0.0009
210,0.21,-0.0005,-0.0032,0.0056,-0.0013,-0.0013,-0
211,0.211,0,0.0032,0.0039,0.0012,0.0003,-0.0007
212,0.212,-0.0005,0.0005,0.0014,0.0008,-0.0002,-0.0001
213,0.213,-0.0002,0.0031,-0.0029,0.0005,0.0002,0.003
214,0.214,0.0054,0.0038,-0,-0.0021,-0.002,0.0013
215,0.215,-0.0015,-0.004,0.0015,-0.0024,0.0018,-0.0045
216,0.216,-0.0024,0.0012,-0.0036,0.0026,-0.0018,0.0039
217,0.217,-0.0016,-0.0015,-0.0001,-0.0052,-0.0006,0.0007
218,0.218,0.0006,0.001,0.0041,-0.0021,-0.0019,0.0037
219,0.219,-0.003,0.0032,0.0013,-0.0048,-0.0045,0.0045
220,0.22,-0.0013,0.0012,0.0007,0.0011,-0.0084,0.0053
221,0.221,-0.003,0.0042,0.0019,-0.0027,-0.0027,0.0001
222,0.222,0.0028,-0.0022,-0.002,-0.0034,-0.005,-0.0006
223,0.223,-0.0025,0.002,0.0005,-0.0076,-0.0057,-0.0023
224,0.224,-0.0005,-0.0002,0.0017,-0.0024,-0,-0.0007
225,0.225,-0.001,-0.0038,0.0005,-0.0031,0.0021,0.0029
226,0.226,-0.0015,-0.0021,0.0001,-0.0001,0,0.0017
227,0.227,0.002,-0.0038,-0.0022,0.0004,0.0005,0.0055
228,0.228,-0.0022,-0.0023,0.0028,-0.0001,0.0033,0.002
229,0.229,-0.0006,0.0007,-0.0007,0.0029,-0.0046,-0.005
230,0.23,-0.0021,-0.0022,-0.0002,0.0017,-0.0078,0.0002
231,0.231,-0.0043,0.0004,0.0002,0.0052,-0.0006,0.001
232,0.232,-0.0055,0,-0.0003,0.001,-0.0052,-0.0049
233,0.233,-0.0037,-0.0051,0.0019,0.0039,-0.0044,-0.0012
234,0.234,0.0002,-0.0031,-0.0037,0.0033,-0.0023,-0.0033
235,0.235,0.0017,-0.0014,0,0.0076,-0.0017,-0.0063
236,0.236,-0.0014,-0.0055,-0.0007,0.0011,-0.0001,-0.0059
237,0.237,0.0034,-0.002,-0.0002,-0.0014,0.0016,-0.0023
238,0.238,0.0064,-0.0042,-0.0007,-0.0008,0.003,-0.0027
239,0.239,0.0047,-0.0039,0.005,0.0012,0.006,0.0002
240,0.24,0.0011,-0.0021,0.0028,-0.0018,-0.0004,0.0012
241,0.241,0.0062,-0.0011,0.0049,0.0022,0.0041,-0.0041
242,0.242,0.0013,-0.0042,-0.0009,-0.0003,0.0049,-0.0004
243,0.243,-0.003,-0.0017,0.0043,0,0.0042,0.0045
244,0.244,0.0023,-0,-0.0006,-0.0011,0.0062,-0.005
245,0.245,0.0058,0.001,-0.0011,0.0024,0.0092,-0.001
246,0.246,0.0016,0.0003,-0.0051,0.0028,0.0003,0.0053
247,0.247,0.001,0.0026,-0.0004,0.0016,0.004,0.0021
248,0.248,0.0015,-0.0005,-0.0009,0.0019,0.005,0.0051
249,0.249,-0.0007,0.002,0.0019,0.0029,0.002,0.0005
250,0.25,0.0022,0.0023,-0.0006,0.0012,0.0011,-0.0054
251,0.251,-0.0003,0.0026,-0.0036,0.0006,0.0019,0.0061
252,0.252,-0.0027,0.0039,0.0028,-0.0033,-0.0003,-0.0024
253,0.253,0.0003,0.0027,0.0019,-0.0004,0.0033,-0.0009
254,0.254,0.0007,0.0054,-0.004,0.0011,0.0016,-0.0022
255,0.255,-0.0003,0.0015,0.0012,0.0023,0.0021,0.004
256,0.256,-0.0007,0.001,0.0019,-0.0016,0.0047,-0.0016
257,0.257,0,0.0021,-0.0038,-0.0001,0.0035,0.0015
258,0.258,-0.0033,-0.0027,-0.0001,0.0003,0.0006,0.0006
259,0.259,0.0028,0.0016,-0.0021,0.0015,0.0003,-0.0019
260,0.26,0.0002,0.0021,-0.0004,-0.001,0.0007,-0.0041
261,0.261,-0.0004,-0.0015,0.0025,-0.0007,-0.0016,0.0052
262,0.262,-0.0024,-0.0027,0.004,0.0044,-0.0014,0.004
263,0.263,0.0018,-0.0007,-0.0021,-0.002,0.0011,0.005
264,0.264,0.0001,0.0036,0.0005,-0.0045,0.0008,0.004
265,0.265,0.0017,0.0019,-0.0017,-0.0008,-0.0005,0.0013
266,0.266,-0.0052,0.0044,-0.0037,-0.0014,-0.0033,-0.0012
267,0.267,0.0021,0.0013,-0.0007,0.0016,0.0018,0.004
268,0.268,-0.0044,0.0034,0.0022,0.0034,-0.0002,0.0005
269,0.269,-0.0035,-0.0002,-0.0003,0.0019,0.0004,-0
270,0.27,-0.0013,-0.0005,-0.0015,-0.0042,-0.0001,-0.0005
271,0.271,0.0023,0.0051,-0.0011,-0.0016,-0.0005,-0.001
272,0.272,-0.0019,0.0014,-0.0008,-0.0023,0.0007,0.0002
273,0.273,0.001,-0.0022,0.0045,-0.0002,0.002,-0.001
274,0.274,0.0026,-0.0027,0.0008,-0.0007,0.0017,0.0001
275,0.275,0.0022,0.0014,-0.0012,-0.0012,0,0.0053
276,0.276,0.0051,-0.0012,-0.0055,0.0024,0.0004,0.0001
277,0.277,0.0041,0,-0.0038,0.0036,-0.0002,0.0021
278,0.278,-0.0011,-0.0003,0.002,0.0008,0.0006,-0.0021
279,0.279,0.0027,0.0033,0.0027,0.0012,0.0008,-0.0016
280,0.28,0.0007,0.0021,0.0007,0.0015,0.0003,-0
281,0.281,0.0012,0.0018,-0.001,-0.0035,0.0002,0.003
282,0.282,0.0041,0.0008,0.0031,0.0014,0.003,0.0019
283,0.283,-0.0026,0.0032,0.0026,-0.0002,-0.002,0.0015
284,0.284,0.0001,0.0015,-0.0004,-0.0019,0.0044,0.0005
285,0.285,-0.0007,0.0013,-0.0033,-0.0003,-0.0014,-0.0025
286,0.286,-0,0.0012,0.0003,0.0009,0.0008,-0.0035
287,0.287,-0.002,-0.0015,0.0006,-0.003,0.0002,-0.0032
288,0.288,0.001,-0.0004,0.0003,0.0006,0.0045,0.0019
289,0.289,0.0039,-0.0014,-0.0033,-0.0006,0.0005,-0.0016
290,0.29,0.0014,0.0004,0.0018,-0.0018,-0,-0.0011
291,0.291,-0.0037,-0.0029,0.0025,-0.0014,-0.003,-0.0016
292,0.292,-0.0001,0.0002,0.0031,-0.0004,-0.005,0.001
293,0.293,-0.0035,0,-0.0017,-0.0032,-0.0047,0.0023
294,0.294,-0.0004,-0.0028,0.0036,0.0018,-0.0028,-0.0046
295,0.295,0.0001,-0.0003,0.0029,0.0012,-0.0011,0.0007
296,0.296,0.0026,-0.0019,0.0012,0.0007,-0.0041,-0.0039
297,0.297,-0.0043,0.0032,0.0017,0.0012,0.001,0.0039
298,0.298,-0.0033,-0.0046,0.0043,-0.0013,-0.0026,-0.0033
299,0.299,-0.0006,0.0007,-0.0027,0.0048,0.0005,0.0012
300,0.3,-0.0015,0.0015,0.0026,-0.003,-0.0071,0.0004
301,0.301,-0.0008,-0.0027,-0.0001,-0.004,-0.0019,-0.0003
302,0.302,-0.0028,-0.0049,0.0007,-0.0013,-0.0046,-0.0067
303,0.303,-0.0045,-0.0013,0.0014,0.0029,-0.0124,-0.0025
304,0.304,-0.0017,-0.0008,0.0008,0.0007,-0.0094,-0.0003
305,0.305,0.0008,0.0021,0.0013,-0.0029,-0.003,0.0004
306,0.306,-0.0034,0.0006,-0.004,0.0014,-0.0072,-0.0038
307,0.307,-0.0051,-0.0055,0.0009,0.0019,-0.011,-0.001
308,0.308,-0.0016,-0.0046,-0.0021,-0.0017,-0.0117,-0.0057
309,0.309,-0.0012,-0.0053,-0.0004,-0.0005,-0.0112,0.0038
310,0.31,-0.0033,-0.0046,-0.004,0.0006,-0.0095,-0.0003
311,0.311,-0.0008,-0.0041,-0.0036,0.0032,-0.0018,0.0009
312,0.312,-0.0011,-0.0001,-0.0007,0.0015,-0.0008,0.0064
313,0.313,0.0012,0.0014,0.0011,-0.0036,0.0044,-0.0008
314,0.314,-0.0018,-0.0028,-0.0041,-0.0016,0.0052,-0.0036
315,0.315,0.0021,0.0036,-0.0019,-0.0022,0.006,0.0006
316,0.316,0.0056,0.0028,-0.0026,-0.0017,0.0038,0.0013
317,0.317,0.0059,-0.0025,-0.0031,0.0019,0.0087,0.0019
318,0.318,-0.0005,-0.0018,-0.006,-0.0004,0.0069,-0.0023
319,0.319,-0.0033,-0.0035,0.0008,0.0017,0.0052,-0.0076
320,0.32,-0.0024,0.0041,-0.0038,-0.0002,0.0119,-0.0056
321,0.321,0.0028,0.003,0.0005,0.0015,0.0092,-0.0014
322,0.322,-0.0021,0.0022,-0.0032,-0.0002,0.0032,-0.0019
323,0.323,0.0021,0.003,-0.0026,-0.0009,0.0054,0.0028
324,0.324,0.0004,0.0008,0.0017,-0.0003,0.0047,0.0045
325,0.325,0.0019,0.0014,0.0022,-0.004,0.0051,0.0016
326,0.326,0.0031,-0.0016,0.0006,-0.0066,0.0056,0.0031
327,0.327,0.0027,-0.0033,0.0018,-0.0069,0.002,0.0009
328,0.328,-0.0015,0.0002,0.0022,-0.0013,0.0023,0.0056
329,0.329,-0.0044,-0.0001,0.0011,-0.002,-0.0041,-0.0039
330,0.33,-0.0029,0.001,-0.0041,0.0029,0.0004,-0.0053
331,0.331,0.0013,-0.0025,0.0012,0.0023,-0.0021,0.0035
332,0.332,0.0018,-0.0029,0.0018,0.0028,-0.0015,0.0025
333,0.333,-0.0029,-0,0.0061,0.0003,0.0005,0.0055
334,0.334,0.0013,0.0003,0.0008,0.0014,-0,-0.0009
335,0.335,0.0008,0.0013,0.0028,0.0026,0.0016,-0.0018
336,0.336,0.0013,0.0016,-0.0014,0.0001,0.0031,0.0004
337,0.337,0.0055,0.0035,-0.0009,-0.0003,-0.0038,0.0024
338,0.338,0.0026,0.0046,0.0006,0.002,-0.0008,0.0019
339,0.339,0.0051,0.0009,-0.0005,0.0027,0.0019,0.0014
340,0.34,0.004,-0.0006,0.0023,-0.0012,0.0061,-0.0011
341,0.341,-0.0008,0.0016,0.0013,0.0028,0.0024,0
342,0.342,0.0035,-0.0005,0.0017,0.0043,0.0004,-0.002
343,0.343,0.0018,-0.0031,0.0027,0.0013,0.0021,0.0038
344,0.344,0.0002,0.0022,0.002,-0.0026,-0.002,-0.0005
345,0.345,-0.0001,0.0015,0.0018,0.0009,-0.0005,-0.0012
346,0.346,0.0028,-0.0021,0.0006,-0.0003,0.0007,-0.0032
347,0.347,-0.0008,0.0037,-0.0026,0.0026,0.0004,0.001
348,0.348,0.0014,0.0044,-0.0014,0,-0.0006,0.0027
349,0.349,0.0018,0.0008,-0.0034,0.001,0.0011,-0.003
350,0.35,-0.0001,0.0003,0.0008,0.0047,-0.0013,0.0022
351,0.351,-0.0025,-0.0002,0.0037,-0.0022,0.0029,0.0043
352,0.352,0.0026,-0.0007,-0.0011,-0.0012,-0.0053,0.0001
353,0.353,0.002,0.0005,0.0019,0.0033,-0.0043,0.0006
354,0.354,-0.0011,0.0025,-0.0045,0.0008,-0.0033,-0.003
355,0.355,-0.0028,0.0029,0.0033,-0.0014,0.0013,0.0001
356,0.356,-0.0022,0.0019,0.0023,0.0006,0.0005,0.0013
357,0.357,-0.0026,0.0009,-0.0004,0.0037,0.0012,0.0023
358,0.358,-0.0029,-0.0034,-0.003,-0.0027,-0.0052,-0.0008
359,0.359,-0.0018,-0.0003,-0.0008,0.0015,0.0008,0.0039
360,0.36,0.0005,0.0002,-0.0001,0.0022,0.0001,-0.0018
361,0.361,-0.0005,-0.0013,0.0016,0.0042,-0.0018,0.0004
362,0.362,0.0009,-0,0.0021,0,-0.0001,0.004
363,0.363,0.0003,0.0003,-0.0014,-0.0017,-0.0017,0.0057
364,0.364,-0.0009,0.0014,-0.0026,0.0009,0.0019,0.0041
